id,name,description,instructions,muscle_group,secondary_muscles,equipment,exercise_type,difficulty,animation_url,thumbnail_url,calories_per_minute,is_compound,is_unilateral,coach_id,is_custom,created_at,updated_at,category,tips,primary_muscles,video_url,gender_variant,source,form_tips,common_mistakes,coaching_cues,reference_links
962,Donkey kicks bodyweight,,"1. Begin on all fours in a tabletop position with your knees hip-width apart on the floor, hands under your shoulders, and your back flat.
2. Keeping your knee bent at a 90-degree angle, lift your right leg up towards the ceiling, driving your heel upward as if pushing against the sky.
3. Push your leg up until your thigh is in line with your body and your foot is above your knee.
4. Lower your leg slowly back to the starting position without letting your knee touch the floor. Repeat the movement for the desired number of repetitions before switching to the left leg.",legs,"[""Hamstrings (Biceps Femoris, Semitendinosus, Semimembranosus)""]",None,strength,intermediate,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/4K%20UHD%202160P/Legs/Donkey%20kicks%20bodyweight.mp4,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-thumbnails/Legs/Donkey%20kicks%20bodyweight.jpg,,True,False,,False,2025-12-13T15:36:18.515521+00:00,2026-05-06T04:54:45.141742+00:00,Bodyweight,"1. Ensure your movements are controlled and deliberate to maximize glute activation and minimize momentum.
2. Keep your neck and spine in a neutral position by gazing down at the floor.
3. Avoid swinging your leg or using jerky movements; the power should come from your glutes and not from momentum.
","Glutes (gluteus maximus, gluteus mideus)",https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/4K%20UHD%202160P/Legs/Donkey%20kicks%20bodyweight.mp4,,exerciseanimatic,"[""Start on hands and knees"", ""Keep knee bent at 90 degrees"", ""Lift knee out to side (abduction)"", ""Keep hips and torso stable"", ""Squeeze glute at top""]","[""Arching lower back to get height"", ""Not squeezing glute at top"", ""Swinging leg with momentum"", ""Letting hips rotate open""]","[""Heel to ceiling"", ""Squeeze glute"", ""Core tight"", ""Hips square""]",[]
971,Drag curl dumbbell,,"1. Stand with your feet shoulder-width apart, holding a dumbbell in each hand with an underhand grip (palms facing up). Let your arms hang straight down by your sides.
2. Begin by dragging the dumbbells upward along your torso by bending your elbows and pulling them back, as if you are zipping up your jacket.
3. Continue lifting the dumbbells until they reach chest height, focusing on squeezing your biceps at the top of the movement.
4. Slowly lower the dumbbells back to the starting position, maintaining control throughout the descent. Repeat for the desired number of repetitions.",arms,"[""Forearms (Brachialis, Brachioradialis)""]",Dumbbell,strength,intermediate,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/4K%20UHD%202160P/Biceps/drag%20curl%20dumbbell.mp4,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-thumbnails/Biceps/drag%20curl%20dumbbell1.jpeg,,False,False,,False,2025-12-13T15:36:18.515521+00:00,2026-05-06T04:54:23.277072+00:00,Free Weights,"1. Focus on the mind-muscle connection, feeling the contraction in your biceps throughout the movement.
2. Use a weight that allows you to perform the exercise with proper form without straining.
3. Avoid using momentum; perform the exercise in a slow and controlled manner.",Biceps (Biceps Brachii),https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/4K%20UHD%202160P/Biceps/drag%20curl%20dumbbell.mp4,,exerciseanimatic,"[""Start on hands and knees"", ""Keep knee bent at 90 degrees"", ""Lift knee out to side (abduction)"", ""Keep hips and torso stable"", ""Squeeze glute at top""]","[""Elbows going forward (becomes regular curl)"", ""Bar drifting away from body"", ""Using momentum"", ""Going too heavy""]","[""Drag up body"", ""Elbows back"", ""Bar touches torso"", ""Outer head focus""]",[]
972,Drag curl Resistance band,,"1. Stand with your feet shoulder-width apart and place a resistance band under your feet. Hold the handles of the band with both hands, palms facing forward.
2. Keep your elbows close to your body and your back straight. Start with your arms fully extended down at your sides.
3. Curl the handles up by dragging your elbows along your torso, keeping them close to your torso, until your hands reach chest level.
4. Slowly lower the handles back to the starting position with control. Repeat for the desired number of repetitions.",arms,"[""Forearms (Brachioradialis), Shoulders (Deltoids)""]",Resistance Band,strength,intermediate,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/4K%20UHD%202160P/Biceps/drag%20curl%20resistance%20band%20.mp4,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-thumbnails/Biceps/drag%20curl%20resistance%20band1.jpeg,,False,False,,False,2025-12-13T15:36:18.515521+00:00,2026-05-06T04:54:23.278032+00:00,Resistance,"1. Exhale as you curl the handles up and inhale as you lower them back down.
2. Use a lighter resistance band if needed to ensure proper form and gradually increase the resistance as you get stronger.
3. Focus on engaging your biceps throughout the movement.",Biceps (Biceps Brachii),https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/4K%20UHD%202160P/Biceps/drag%20curl%20resistance%20band%20.mp4,,exerciseanimatic,"[""Start on hands and knees"", ""Keep knee bent at 90 degrees"", ""Lift knee out to side (abduction)"", ""Keep hips and torso stable"", ""Squeeze glute at top""]","[""Band slipping"", ""Elbows moving"", ""Not enough tension"", ""Rushing reps""]","[""Elbows pinned"", ""Full ROM"", ""Squeeze at top"", ""Control""]",[]
974,Dumbbell ab crunch,,"1. Lie on your back with your knees bent and feet flat on the floor, hip-width apart. Hold a dumbbell with both hands striaght over your chest.
2. Lift your head, shoulders, and upper back off the floor by contracting your abdominal muscles.
3. Raise the dumbbell towards the ceiling as you perform the crunch, keeping your arms straight. Pause for a moment at the top of the movement, squeezing your abs.
4. Slowly lower your upper body back to the starting position, keeping control of the movement. Repeat for the desired number of repetitions.",core,"[""Shoulders (Deltoids), Hip Flexors (Iliopsoas), Obliques (Internal and External Obliques)""]",Dumbbell,strength,intermediate,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/4K%20UHD%202160P/Abdominals/dumbbell%20ab%20crunch.mp4,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-thumbnails/Abdominals/dumbbell%20ab%20crunch%20dumbbell1%20(1).jpeg,,False,False,,False,2025-12-13T15:36:18.515521+00:00,2026-02-14T07:02:48.911008+00:00,Free Weights,"1. Keep your lower back pressed against the floor throughout the exercise to avoid straining it.
2. Avoid using your neck muscles to lift your head; focus on using your abdominal muscles.
3. Breathe out as you lift your upper body and breathe in as you lower it.",Abdominals (Rectus Abdominis),https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/4K%20UHD%202160P/Abdominals/dumbbell%20ab%20crunch.mp4,,exerciseanimatic,"[""Start on hands and knees"", ""Keep knee bent at 90 degrees"", ""Lift knee out to side (abduction)"", ""Keep hips and torso stable"", ""Squeeze glute at top""]","[""Pulling neck"", ""Using momentum"", ""Coming up too high""]","[""Shoulders off floor"", ""Exhale up"", ""Back down""]",[]
983,Dumbbell armpit row,,"1. Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your arms fully extended and palms facing your body.
2. Pull the dumbbells up towards your armpits by bending your elbows. Your elbows should be pointing out to the sides.
3. Lower the dumbbells back to the starting position in a controlled manner. Repeat the movement for the desired number of repetitions.
",back,"[""Biceps (Biceps Brachii)""]",Dumbbell,strength,beginner,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/dumbbell%20armpit%20row.mp4,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-thumbnails/Shoulders/dumbbell%20armpit%20row%20(1).jpg,,True,False,,False,2025-12-13T15:36:18.515521+00:00,2026-04-25T05:34:37.046013+00:00,Free Weights,"1. Keep your back straight and avoid rounding your shoulders during the exercise.
2. Maintain a slight bend in your knees to reduce strain on your lower back.
3. Breathe out as you lift the dumbbells and breathe in as you lower them.","Shoulders (Deltoids), Upper Back (Trapezius, Rhomboids)",https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/dumbbell%20armpit%20row.mp4,,exerciseanimatic,"[""Start on hands and knees"", ""Keep knee bent at 90 degrees"", ""Lift knee out to side (abduction)"", ""Keep hips and torso stable"", ""Squeeze glute at top""]","[""Rotating torso during pull"", ""Pulling to chest instead of hip"", ""Using momentum/swinging"", ""Not getting full stretch at bottom"", ""Shrugging shoulder up""]","[""Elbow to ceiling"", ""Pull to hip"", ""Squeeze lat"", ""No rotation"", ""Full stretch""]",[]
1080,Dumbbell Incline Bench Press,,"1. Sit on an incline bench set at a 45-degree angle, holding a dumbbell in each hand with your arms bent and dumbbells positioned near your chest.
2. Press both dumbbells upward until your arms are fully extended, keeping your palms facing forward.
3. Lower the dumbbells back to the starting position with control.
4. Repeat the pressing motion for the desired number of repetitions.",chest,"[""Triceps (Triceps Brachii)""]",dumbbell,strength,intermediate,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/4K%20UHD%202160P/Chest/Dumbbell%20Incline%20Bench%20Press.mp4,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-thumbnails/chest/Dumbbell%20Incline%20Bench%20Press1.jpg,,True,False,,False,2025-12-13T15:36:18.823561+00:00,2026-05-06T04:54:36.045728+00:00,Free Weights,"1. Ensure your wrists remain straight and aligned with your forearms.
2. Avoid locking your elbows at the top of the press to protect your joints.
3. Use a weight that allows for proper form and control.","Upper Chest (Pectoralis Major, Clavicular Head), Shoulders (Deltoids)",https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/4K%20UHD%202160P/Chest/Dumbbell%20Incline%20Bench%20Press.mp4,,video-sync,"[""Start on hands and knees"", ""Keep knee bent at 90 degrees"", ""Lift knee out to side (abduction)"", ""Keep hips and torso stable"", ""Squeeze glute at top""]","[""Angle too steep (all shoulders, no chest)"", ""Elbows flaring out to 90 degrees"", ""Partial range of motion"", ""Weights crashing together at top""]","[""Upper chest focus"", ""Squeeze at top"", ""Full stretch at bottom"", ""Control""]",[]
1095,Dumbbell Incline Shrug,,"1. Set an incline bench to a 45-degree angle and sit back against it, holding a dumbbell in each hand with your arms extended at your sides, palms facing each other.
2. Shrug your shoulders upward, lifting the dumbbells towards your ears, without bending your elbows.
3. Slowly lower your shoulders back to the starting position, maintaining control throughout the movement. Repeat for the desired number of repetitions.",shoulders,"[""Shoulders (Deltoids)""]",dumbbell,strength,intermediate,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/4K%20UHD%202160P/Shoulders/Dumbbell%20Incline%20Shrug.mp4,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-thumbnails/Shoulders/Dumbbell%20Incline%20Shrug1%20(1).jpg,,True,False,,False,2025-12-13T15:36:18.823561+00:00,2026-05-06T04:54:57.206601+00:00,Free Weights,"1. Exhale as you shrug your shoulders upward and inhale as you lower them.
2. Focus on lifting your shoulders straight up and down, avoiding any circular or forward motion.
3. Use a slow and controlled motion to maximize muscle engagement and avoid swinging.","Upper Back (Trapezius, Rhomboids)",https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/4K%20UHD%202160P/Shoulders/Dumbbell%20Incline%20Shrug.mp4,,video-sync,"[""Start on hands and knees"", ""Keep knee bent at 90 degrees"", ""Lift knee out to side (abduction)"", ""Keep hips and torso stable"", ""Squeeze glute at top""]","[""Rolling shoulders"", ""Using momentum"", ""Not squeezing at top"", ""Going too fast""]","[""Straight up"", ""Squeeze at top"", ""Control down""]",[]
1125,Dumbbell Lying Supine Curl,,"1. Lie on a flat bench with a dumbbell in each hand, arms fully extended towards the floor by your sides, and palms facing your thighs.
2. Curl the dumbbells by bending your elbows until your forearms are parallel to the floor while rotating the dumbbells to face backward.
3. Lower the dumbbells back to the starting position with control, fully extending your arms. Repeat for the desired number of repetitions.",arms,"[""Forearms (Brachialis, Brachioradialis)""]",dumbbell,strength,intermediate,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/4K%20UHD%202160P/Biceps/Dumbbell%20Lying%20Supine%20Curl.mp4,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-thumbnails/Biceps/Dumbbell%20Lying%20Supine%20Curl1.jpeg,,False,False,,False,2025-12-13T15:36:19.180181+00:00,2026-05-06T04:54:24.886787+00:00,Free Weights,"1. Keep your upper arms stationary and only move your forearms to ensure maximum bicep engagement.
2. Avoid using momentum; focus on a slow and controlled motion throughout the exercise.
3. Use a weight that allows for proper form and control throughout the exercise.",Biceps (Biceps Brachii),https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/4K%20UHD%202160P/Biceps/Dumbbell%20Lying%20Supine%20Curl.mp4,,video-sync,"[""Start on hands and knees"", ""Keep knee bent at 90 degrees"", ""Lift knee out to side (abduction)"", ""Keep hips and torso stable"", ""Squeeze glute at top""]","[""Swinging weights up"", ""Elbows moving forward"", ""Not supinating at top"", ""Partial ROM""]","[""Turn and squeeze"", ""Elbows still"", ""Full range"", ""Control down""]",[]
1324,Exercise Ball Back Extension With Hands Behind Head,,"1. Position yourself face down on an exercise ball with your hips resting on the ball and your feet anchored against a wall or stable surface for balance.
2. Place your hands behind your head, elbows pointing out to the sides.
3. Engage your core and lower your upper body towards the floor, rounding your back slightly.
4. Lift your upper body back up until your body forms a straight line from your head to your hips. Repeat for the desired number of repetitions.",back,"[""Glutes (gluteus maximus, gluteus mideus), Hamstrings (Biceps Femoris, Semitendinosus, Semimembranosus)""]",bodyweight,strength,intermediate,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/4K%20UHD%202160P/Back/Exercise%20Ball%20Back%20Extension%20With%20Hands%20Behind%20Head.mp4,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-thumbnails/Back/Exercise%20Ball%20Back%20Extension%20With%20Hands%20Behind%20Head.jpg,,True,False,,False,2025-12-13T15:36:19.764233+00:00,2026-05-06T04:54:18.754371+00:00,Bodyweight,"1. Focus on lifting with your back muscles rather than pulling with your hands to avoid neck strain.
2. Breathe steadily, inhaling as you lower your body and exhaling as you lift it.
3. Ensure your feet are firmly anchored to prevent slipping and maintain balance.
4. Avoid overextending your back at the top of the movement to prevent strain.",Lower Back (Erector Spinae),https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/4K%20UHD%202160P/Back/Exercise%20Ball%20Back%20Extension%20With%20Hands%20Behind%20Head.mp4,,video-sync,"[""Start on hands and knees"", ""Keep knee bent at 90 degrees"", ""Lift knee out to side (abduction)"", ""Keep hips and torso stable"", ""Squeeze glute at top""]",[],[],[]
1472,High cable kneeling crunch,,"1. Attach a rope handle to a high pulley on a cable machine. Kneel down facing the machine, holding the rope handles with both hands, and position them close to your head.
2. Keep your back straight and engage your core muscles topull the rope down by crunching your torso towards your knees, bringing your elbows towards your thighs.
3. Just before your elbows touch your thighs, return to the starting position with control, keeping the tension on the cable.
4. Repeat for the desired number of repetitions.",core,"[""Abdominals (Obliques), Hip Flexors (Iliopsoas)""]",Cable Machine,strength,intermediate,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/4K%20UHD%202160P/Abdominals/high%20cable%20kneeling%20crunch.mp4,,,False,False,,False,2025-12-13T15:36:20.084712+00:00,2026-01-25T04:25:53.526572+00:00,Resistance,"1. Ensure your knees are firmly planted on the floor for stability.
2. Keep your hips stable and avoid using momentum.
3. Exhale as you crunch down and inhale as you return to the starting position.",Abdominals (Rectus Abdominis),https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/4K%20UHD%202160P/Abdominals/high%20cable%20kneeling%20crunch.mp4,,exerciseanimatic,"[""Start on hands and knees"", ""Keep knee bent at 90 degrees"", ""Lift knee out to side (abduction)"", ""Keep hips and torso stable"", ""Squeeze glute at top""]","[""Pulling neck"", ""Using momentum"", ""Coming up too high""]","[""Shoulders off floor"", ""Exhale up"", ""Back down""]",[]
1519,Kettlebell Sumo Deadlift with High Pull,,"1. Place a kettlebell on the floor between your feet. Stand with your feet wider than shoulder-width apart and your toes pointed slightly outward. 
2. Hinge at your hips and bend your knees to lower your body, reaching down to grasp the kettlebell handle with both hands, keeping your back straight and chest up.
3. Push through your heels to lift the kettlebell off the floor, extending your hips and knees simultaneously. As you reach the standing position, explosively pull the kettlebell upward towards your chin by bending your elbows and keeping them pointed outward.
4. Lower the kettlebell back to the starting position with control. Repeat for the desired number of repetitions.",shoulders,"[""Hamstrings (Biceps Femoris, Semitendinosus, Semimembranosus), Upper Back (Trapezius), Lower Back (Erector Spinae)""]",Kettlebells,strength,intermediate,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/4K%20UHD%202160P/Calisthenics-Cardio-Functional/Kettlebell%20Sumo%20Deadlift%20with%20High%20Pull.mp4,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-thumbnails/Calisthenics-Cardio-Functional/Kettlebell%20Sumo%20Deadlift%20with%20High%20Pull1.jpg,,True,False,,False,2025-12-13T15:36:20.746407+00:00,2026-05-06T04:54:31.388873+00:00,Free Weights,"1. Use a weight that allows you to maintain proper form throughout the exercise.
2. Push through your heels to maximize power and stability.
3. Ensure your knees track over your toes to prevent knee strain.","Quadriceps (Quadriceps Femoris), Glutes (gluteus maximus, gluteus mideus), Adductors (Adductor Magnus), Shoulders (Deltoids)",https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/4K%20UHD%202160P/Calisthenics-Cardio-Functional/Kettlebell%20Sumo%20Deadlift%20with%20High%20Pull.mp4,,exerciseanimatic,"[""Start on hands and knees"", ""Keep knee bent at 90 degrees"", ""Lift knee out to side (abduction)"", ""Keep hips and torso stable"", ""Squeeze glute at top""]","[""Knees caving in"", ""Rounding back"", ""Not pushing knees out"", ""Leaning forward""]","[""Knees out"", ""Chest proud"", ""Spread the floor"", ""Squeeze glutes""]",[]
1660,Pec deck fly machine,,"1. Sit on the Pec Deck machine with your feet flat on the floor and your back pressed firmly against the backrest. Bend your arms at 90 degrees and rest your elbows on the elbow pads and grasp the handles, upper arms parallel to the floor and palms facing forward.
2. Squeeze your chest muscles to bring the handles together in front of your chest.
3. Slowly return to the starting position with control, bringing your elbows back to your sides. 
4. Repeat for the desired number of repetitions.",chest,"[""Biceps (Biceps Brachii)""]",Dual Pec Deck Machine,strength,intermediate,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/4K%20UHD%202160P/Chest/pec%20deck%20fly%20machine.mp4,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-thumbnails/chest/Pec%20Deck%20Fly%20Machine%20Flies_Female1.jpg,,False,False,,False,2025-12-13T15:36:21.056259+00:00,2026-02-14T07:26:41.166526+00:00,Resistance,"1. Keep your back pressed against the backrest throughout the exercise to maintain proper form.
2. Focus on engaging your chest muscles throughout the movement.
3. Exhale as you bring your elbows together and inhale as you return them to the starting position.",Chest (Pectoralis Major),https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/4K%20UHD%202160P/Chest/pec%20deck%20fly%20machine.mp4,,exerciseanimatic,"[""Start on hands and knees"", ""Keep knee bent at 90 degrees"", ""Lift knee out to side (abduction)"", ""Keep hips and torso stable"", ""Squeeze glute at top""]","[""Seat too high or low"", ""Arms too straight (shoulder strain)"", ""Letting weights slam back"", ""Using momentum""]","[""Chest height"", ""Squeeze together"", ""Hold"", ""Slow negative""]",[]
1668,Plank on elbows,,"1. Begin by lying face down on the floor. Place your elbows directly under your shoulders and your forearms flat on the floor, parallel to each other.
2. Engage your core and lift your body off the floor, forming a straight line from your head to your heels. Your elbows and toes should support your body weight.
3. Hold this position, keeping your core tight and your body straight. Avoid letting your hips sag or rise too high.
4. Maintain the plank position for the desired amount of time, focusing on your form and breathing steadily.",core,"[""Shoulders (Deltoids), Lower Back (Erector Spinae)""]",None,strength,intermediate,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/4K%20UHD%202160P/Abdominals/plank%20on%20elbows.mp4,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-thumbnails/Abdominals/plank%20on%20elbows.jpeg,,True,False,,False,2025-12-13T15:36:21.056259+00:00,2026-05-06T04:54:12.12741+00:00,Bodyweight,"1. Engage your core throughout the exercise to maintain stability and support your lower back.
2. Keep your body in a straight line from head to heels, avoiding any sagging or lifting of the hips.
3. Keep your shoulders directly above your elbows to maintain proper alignment and reduce strain on your shoulders.
","Core (Rectus Abdominis, Obliques)",https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/4K%20UHD%202160P/Abdominals/plank%20on%20elbows.mp4,,exerciseanimatic,"[""Start on hands and knees"", ""Keep knee bent at 90 degrees"", ""Lift knee out to side (abduction)"", ""Keep hips and torso stable"", ""Squeeze glute at top""]","[""Hips too high or sagging"", ""Looking up"", ""Holding breath""]","[""Flat back"", ""Squeeze everything"", ""Breathe""]",[]
1703,Rebounder High Knee Runs Female,,,general,[],bodyweight,cardio,intermediate,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/4K%20UHD%202160P/Calisthenics-Cardio-Functional/Rebounder%20High%20Knee%20Runs_Female.mp4,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-thumbnails/Calisthenics-Cardio-Functional/Rebounder%20High%20Knee%20Runs_Female.jpg,,False,False,,False,2025-12-13T15:36:21.056259+00:00,2026-05-06T04:59:14.519382+00:00,,,,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/4K%20UHD%202160P/Calisthenics-Cardio-Functional/Rebounder%20High%20Knee%20Runs_Female.mp4,,video-sync,"[""Start on hands and knees"", ""Keep knee bent at 90 degrees"", ""Lift knee out to side (abduction)"", ""Keep hips and torso stable"", ""Squeeze glute at top""]",[],[],[]
1705,Rebounder In & Out From Ground Female,,,general,[],bodyweight,strength,intermediate,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/4K%20UHD%202160P/Calisthenics-Cardio-Functional/Rebounder%20In%20&%20Out%20From%20Ground_Female.mp4,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-thumbnails/Calisthenics-Cardio-Functional/Rebounder%20In%20&%20Out%20From%20Ground1.jpg,,False,False,,False,2025-12-13T15:36:21.056259+00:00,2026-05-06T04:59:14.519382+00:00,,,,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/4K%20UHD%202160P/Calisthenics-Cardio-Functional/Rebounder%20In%20&%20Out%20From%20Ground_Female.mp4,,video-sync,"[""Start on hands and knees"", ""Keep knee bent at 90 degrees"", ""Lift knee out to side (abduction)"", ""Keep hips and torso stable"", ""Squeeze glute at top""]",[],[],[]
1707,Rebounder In & Out Jacks Female,,,general,[],bodyweight,strength,intermediate,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/4K%20UHD%202160P/Calisthenics-Cardio-Functional/Rebounder%20In%20&%20Out%20Jacks_Female.mp4,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-thumbnails/Calisthenics-Cardio-Functional/Rebounder%20In%20&%20Out%20Jacks1%20(1).jpg,,False,False,,False,2025-12-13T15:36:21.056259+00:00,2026-05-06T04:59:14.519382+00:00,,,,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/4K%20UHD%202160P/Calisthenics-Cardio-Functional/Rebounder%20In%20&%20Out%20Jacks_Female.mp4,,video-sync,"[""Start on hands and knees"", ""Keep knee bent at 90 degrees"", ""Lift knee out to side (abduction)"", ""Keep hips and torso stable"", ""Squeeze glute at top""]",[],[],[]
1732,Seated calf raises dumbbell on knee,,"1. Sit on a bench with your forefeet on the edge of a plate, close together, allowing your heels to hang off. Place a dumbbell on both knees, holding them securely with your hands.
2. Raise your heels as high as possible, pushing through your forefeet and lifting the dumbbells.
3. Lower your heels back down to the starting position in a controlled manner. Repeat for the desired number of repetitions, then switch to the left leg and repeat.",full_body,"[""none""]",Dumbbell,strength,beginner,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/Seated%20calf%20raises%20dumbbell%20on%20knee.mp4,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-thumbnails/Legs/Seated%20calf%20raises%20dumbbell%20on%20knee1.jpg,,False,False,,False,2025-12-13T15:36:21.678458+00:00,2026-05-06T04:54:50.073301+00:00,Free Weights,"1. Focus on using your calf muscles to lift and lower your heel.
2. Keep the movement slow and controlled to maximize muscle engagement.
3. Avoid bouncing or using momentum to lift the weight.","Calves (Gastrocnemius, Soleus)",https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/Seated%20calf%20raises%20dumbbell%20on%20knee.mp4,,exerciseanimatic,"[""Start on hands and knees"", ""Keep knee bent at 90 degrees"", ""Lift knee out to side (abduction)"", ""Keep hips and torso stable"", ""Squeeze glute at top""]","[""Bouncing at bottom"", ""Partial range"", ""Knees bending""]","[""Full stretch"", ""Squeeze at top"", ""Slow down""]",[]
1742,Seated hip abductor machine,,"1. Sit down on the hip abduction machine and place your feet flat on the footrests while positioning your outer thighs against the padded levers.
2. Grip the side handles to stabilize your upper body and press your legs outward against the resistance, pushing the pads apart in a controlled motion.
3. Pause for a second at the peak of the movement, then slowly return to the starting position.
4. Repeat for the desired repetitions.",legs,"[""Outer Thighs (Tensor Fasciae Latae), Core (Obliques)""]",Seated hip abductor machine,strength,intermediate,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/4K%20UHD%202160P/Legs/Seated%20Hip%20Abductor%20Machine.mp4,https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-thumbnails/Legs/Seated%20Hip%20Abductor%20Machine_Female.jpg,,False,False,,False,2025-12-13T15:36:21.678458+00:00,2026-04-25T05:33:43.04107+00:00,Resistance,"1. Sit upright with your back firmly against the backrest to maintain proper posture.
2. Focus on squeezing your glutes and outer thighs throughout the movement.
3. Perform the movement slowly and avoid using momentum to push the legs outward.","Glutes (Gluteus Medius, Gluteus Minimus)",https://qewqcjzlfqamqwbccapr.supabase.co/storage/v1/object/public/exercise-videos/4K%20UHD%202160P/Legs/Seated%20Hip%20Abductor%20Machine.mp4,,exerciseanimatic,"[""Start on hands and knees"", ""Keep knee bent at 90 degrees"", ""Lift knee out to side (abduction)"", ""Keep hips and torso stable"", ""Squeeze glute at top""]",[],[],[]
